what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765482798
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1348765482833
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1348765484969
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765487346
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765496403
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1348765496441
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765512915
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765512967
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348765513004
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765518026
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765518617
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765518939
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765519706
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765520189
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765538008
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1348765542834
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348765543641
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1348765553409
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765557005
started,bundle,org.eclipse.rse.services,3.1.1.v200909160005,"org.eclipse.rse.services",1348765562098
started,bundle,org.eclipse.rse.core,3.1.1.v200909160005,"org.eclipse.rse.core",1348765562148
started,bundle,org.eclipse.rse.ui,3.1.1.v200909160005,"org.eclipse.rse.ui",1348765563058
started,bundle,org.eclipse.rse.subsystems.files.core,3.1.1.v200909160005,"org.eclipse.rse.subsystems.files.core",1348765563062
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.101.v200907301400,"org.eclipse.rse.subsystems.files.local",1348765563069
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.0.v200905272300,"org.eclipse.rse.subsystems.shells.core",1348765563193
