what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348658099501
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1348658124234
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348658131353
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348658134252
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1348658163093
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348658171281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348658175281
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1348658176023
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348658181679
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348658181735
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1348658188219
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348658188311
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1348658189408
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1348658200051
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1348658213213
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348658215009
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348658215070
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1348658227562
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348658241111
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348658256600
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348658267480
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348658341633
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348658343260
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1348658349322
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348658382758
