what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348652480527
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348652486807
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348652493175
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348652494808
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348652574666
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348652586204
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348652586273
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348652586441
started,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.ui",1348652646048
started,bundle,org.eclipse.wst.sse.ui,1.1.101.v200908261807,"org.eclipse.wst.sse.ui",1348652657077
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348652666080
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348652670811
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1348652674452
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348652934266
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348652945144
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348653072104
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348653086809
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348653484025
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348653519601
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1348653525241
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348654036133
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348654041381
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090818-0225,"org.eclipse.jdt.apt.pluggable.core",1348654131994
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348654137147
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348654150112
