what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348663178793
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348663180973
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348663181658
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348663191722
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348663255297
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348663265423
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348663270550
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348663334535
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348663936944
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348663994557
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348664009473
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348664389828
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348664392986
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348664402286
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348664670279
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348664670302
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348664672241
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348664677721
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348664806862
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348665121245
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348665128391
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348685581450
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348685981248
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348686258251
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348686672455
