what,kind,bundleId,bundleVersion,description,time
java.vendor,sysinfo,,,"Apple Inc.",1348761457942
java.version,sysinfo,,,"1.6.0_22",1348761457942
java.vm.info,sysinfo,,,"mixed mode",1348761457942
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1348761457942
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1348761457942
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348761457942
java.vm.specification.version,sysinfo,,,"1.0",1348761457942
java.vm.vendor,sysinfo,,,"Apple Inc.",1348761457942
java.vm.version,sysinfo,,,"17.1-b03-307",1348761457942
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348761462010
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348761499993
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348761505050
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348761505153
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1348761505755
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348761506452
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348761506520
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1348761516767
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1348761530135
started,bundle,org.eclipse.wst.server.core,1.1.102.v20090825,"org.eclipse.wst.server.core",1348761530206
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20090909,"org.eclipse.wst.server.ui",1348761530221
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1348761530259
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1348761530295
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348761530912
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765406393
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348765437439
