what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1348687451478
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1348687451749
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1348687452085
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1348687452512
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348687597519
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348687598017
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348687598529
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348687603829
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348687607791
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348687611999
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348687636033
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348687636647
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348687637162
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348687644072
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348687874405
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348687887060
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348687935764
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348688106703
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348688130131
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348688323724
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348688325780
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348688328838
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348688330274
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348688338395
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348688370539
