what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385356968
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385360477
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385414136
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385424082
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385537999
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385539867
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385562402
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385566529
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385638928
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385671364
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385712669
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385728279
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385728383
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385748509
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385753750
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385775486
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385775951
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385776542
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385788033
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385792545
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349385897546
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349386022322
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349386042407
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349386064804
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349386329032
