what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349125430849
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349125431555
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349125432124
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349125453448
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349125509890
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349125510583
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349125511113
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349125534062
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349125543281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349125548522
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349125550649
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349125553899
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349125554101
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1349125554652
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1349125554653
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.306.v200810082309,"org.eclipse.jst.ws.axis.consumption.core",1349125554654
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.103.v200807162242,"org.eclipse.jst.ws.axis2.creation.ui",1349125554655
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.102.v200807232000,"org.eclipse.jst.ws.axis2.consumption.ui",1349125554656
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.105.v200901220134,"org.eclipse.jst.ws.axis2.creation.core",1349125554657
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.104.v200810151442,"org.eclipse.jst.ws.axis2.consumption.core",1349125554657
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.302.v200905260749,"org.eclipse.jst.ws.axis2.ui",1349125554657
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.104.v200810151442,"org.eclipse.jst.ws.axis2.core",1349125554659
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.408.v200904211646,"org.eclipse.jst.ws.creation.ui",1349125554660
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.105.v200908192014,"org.eclipse.jst.ws.consumption.ui",1349125554661
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.407.v200905191120,"org.eclipse.jst.ws.consumption",1349125554662
