what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1349130285326
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1349130285559
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349130293142
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349130294240
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349130294825
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349130336827
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349130338917
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164657658
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164693665
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164694818
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164695486
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164722056
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164758502
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164758856
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164759388
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164788422
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164790708
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164807017
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164813829
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164817327
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349164817471
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1349164818022
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1349164818023
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.306.v200810082309,"org.eclipse.jst.ws.axis.consumption.core",1349164818024
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.103.v200807162242,"org.eclipse.jst.ws.axis2.creation.ui",1349164818024
